# Local Audit Report
# Date: 2026-02-27 15:03:18.919124+00:00
# Network (SSID): Ethernet_or_Unknown
# Avg Latency: 823ms
# Success Rate: 80.5%
# Total Passed: 227

[VMESS] [495ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRlYlx1ZDgzY1x1ZGRlZSBGSV0gW1ZNZXNzIDQ1XSBAUmVzaXN0YWxQcm94eSIsICJhZGQiOiAiODkuMTY3LjE1LjIxIiwgInBvcnQiOiAiMjA5NCIsICJpZCI6ICIyODlmMGQ3MC01OTg1LTQ2ZTktYjA1YS05ZjY2ZjgyMWY0N2QiLCAiYWlkIjogIjAiLCAic2N5IjogImF1dG8iLCAibmV0IjogInRjcCIsICJ0eXBlIjogIm5vbmUiLCAiaG9zdCI6ICIiLCAicGF0aCI6ICIiLCAidGxzIjogIiIsICJzbmkiOiAiIiwgImFscG4iOiAiIn0=
[VLESS] [500ms] vless://e384913f-8863-47b4-8858-a84b68abb4a6@203.188.180.48:23335?security=reality&type=tcp&sni=icloud.com&flow=xtls-rprx-vision&pbk=7Gi8eiUU9TIVbGuvSU16gl5-Aqt7tcCSB9x6CSxyvik&fp=qq&sid=67b1e94e4dd1ef90#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%5BOpenRay%5D%20%F0%9F%87%B3%F0%9F%87%B1%20NL-2243
[VLESS] [508ms] vless://ed0e05af-49ab-4ea8-a39c-634855811b03@104.24.68.193:443?security=tls&type=ws&host=wild-grass-1917.tmpduardoolfsonerluke15.workers.dev&path=ws&sni=wild-grass-1917.tmpduardoolfsonerluke15.workers.dev&fp=chrome#%5B%F0%9F%9A%A9%20Unknown%5D%20%5BVLESS%20479%5D%20%40ResistalProxy
[VLESS] [515ms] vless://e384913f-8863-47b4-8858-a84b68abb4a6@203.188.180.21:23335?security=reality&type=tcp&sni=icloud.com&flow=xtls-rprx-vision&pbk=7Gi8eiUU9TIVbGuvSU16gl5-Aqt7tcCSB9x6CSxyvik&fp=qq&sid=67b1e94e4dd1ef90#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%5BOpenRay%5D%20%F0%9F%87%B3%F0%9F%87%B1%20NL-2236
[VLESS] [533ms] vless://c031d6c7-5132-4d81-8efc-3b13a947984e@81.88.25.20:59029?type=tcp#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%F0%9F%87%A9%F0%9F%87%AA%20DE%20%7C%20VLESS%20%7C%20%40netmellianti%20%231
[VMESS] [536ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRlOFx1ZDgzY1x1ZGRlNiBDQV0gQHZwbmNsYXNoZmEgLSA4NDdcbiIsICJhZGQiOiAiMTUuMjM1Ljg1LjE0NyIsICJwb3J0IjogIjQ0MyIsICJpZCI6ICIwM2ZjYzYxOC1iOTNkLTY3OTYtNmFlZC04YTM4Yzk3NWQ1ODEiLCAiYWlkIjogIjAiLCAic2N5IjogImF1dG8iLCAibmV0IjogIndzIiwgInR5cGUiOiAiIiwgImhvc3QiOiAicGVsYW5nLm9yZyIsICJwYXRoIjogImxpbmt2d3MiLCAidGxzIjogInRscyIsICJzbmkiOiAicGVsYW5nLm9yZyIsICJhbHBuIjogIiJ9
[VMESS] [548ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRlYlx1ZDgzY1x1ZGRmNyBGUl0gVGVsZWdyYW06QGNvbmZpZ19wcm94eSBcdWQ4M2RcdWRkMjUiLCAiYWRkIjogIjE2Mi4xOS4yNDguMjM4IiwgInBvcnQiOiAiNTUwIiwgImlkIjogImVkZTI3YTc5LWIwMzktNDkwYi05MzJjLTQ5NWRlNGI2ODg4MCIsICJhaWQiOiAiMCIsICJzY3kiOiAiYXV0byIsICJuZXQiOiAidGNwIiwgInR5cGUiOiBudWxsLCAiaG9zdCI6ICIiLCAicGF0aCI6ICIvIiwgInRscyI6ICIiLCAic25pIjogbnVsbCwgImFscG4iOiAiIn0=
[VLESS] [552ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@8.34.146.238:2096?security=tls&type=ws&host=sni.jpmj.dev&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40WangCai2&sni=sni.jpmj.dev#%5B%F0%9F%9A%A9%20Unknown%5D%20%5BOpenRay%5D%20%F0%9F%87%BA%F0%9F%87%B8%20US-12346
[VLESS] [565ms] vless://d8dd94fd-540e-461d-b5d4-acebef02c22a@178.250.191.11:34045?security=reality&type=tcp&sni=visit-this-invitation-link-to-join-tg-enkelte-notif.ekt.me&pbk=cDaDzPr3PlS3NM8lreHZbdo-Mhqz8vMBzMSkHXhGIUA&fp=chrome&sid=e8ab71d0#%5B%F0%9F%87%B1%F0%9F%87%BB%20LV%5D%20%F0%9F%87%B1%F0%9F%87%BB%20Latvia%20-%20NA%20%F0%9F%8C%8D%20VL-TCP-RLT%204%E2%83%A3
[VLESS] [574ms] vless://ce13ec9d-0f04-49c0-9877-0e7d1e657895@84.32.64.106:443?security=reality&type=tcp&sni=www.apple.com&flow=xtls-rprx-vision&pbk=fPSR5GZpxhOV6Rh7VzMtS4AeRN7ipyNX4waG9JzJzxQ&fp=chrome&sid=21181028b56c8702#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%F0%9F%87%B3%F0%9F%87%B1%20Netherlands%20-%20Amsterdam%20%F0%9F%8C%8D%20VL-TCP-RLT%204%E2%83%A3
[VLESS] [575ms] vless://e4824193-4f54-453b-d037-88368e85ef0e@104.16.9.20:443?security=tls&type=grpc&sni=pqh30v5.carwashipdir.shop#%5B%F0%9F%9A%A9%20Unknown%5D%20%5BVLESS%20471%5D%20%40ResistalProxy
[VLESS] [581ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@216.24.57.1:443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40WangCai2&sni=sni.111000.v6.navy#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20%5BVLESS%20267%5D%20%40ResistalProxy
[VMESS] [594ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRmYVx1ZDgzY1x1ZGRmOCBVU10gXHVkODNkXHVkZDEyIFZNLVdTLVRMUyBcdWQ4M2NcdWRkZmFcdWQ4M2NcdWRkZjggVVMtMTcyLjIzNi4yNTEuMjI0OjIwNTMiLCAiYWRkIjogIjE3Mi4yMzYuMjUxLjIyNCIsICJwb3J0IjogIjIwNTMiLCAiaWQiOiAiNGI4MGFhODYtNDM1NC00MGJiLWQyYTMtNDcxMjZjZmYwYmVhIiwgImFpZCI6ICIwIiwgInNjeSI6ICJhdXRvIiwgIm5ldCI6ICJ3cyIsICJ0eXBlIjogIiIsICJob3N0IjogInVzYWFwcDEuamlzdXl1bi50b3AiLCAicGF0aCI6ICIvdXNhdm0iLCAidGxzIjogInRscyIsICJzbmkiOiAidXNhYXBwMS5qaXN1eXVuLnRvcCIsICJhbHBuIjogIiJ9
[VLESS] [597ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@45.85.119.238:2096?security=tls&type=ws&host=sni.jpmj.dev&path=/%3Fed%3D2560&sni=sni.jpmj.dev&fp=chrome#%5B%F0%9F%87%B7%F0%9F%87%B4%20RO%5D%20a_152
[VLESS] [600ms] vless://f063dee0-f33c-4e6c-83f9-4d884b62ba9e@172.67.174.67:443?security=tls&type=ws&host=bbbnnhju.un2026.indevs.in&path=/2cCH0o9oSY1MFyEg1253o9NgB&sni=bbbnnhju.un2026.indevs.in#%5B%F0%9F%9A%A9%20Unknown%5D%20%5BVLESS%20480%5D%20%40ResistalProxy
[VLESS] [605ms] vless://48ff2b70-e180-582f-8866-d9a2edeed5f5@51.158.206.25:23576?security=reality&type=tcp&sni=fuck.rkn&flow=xtls-rprx-vision&pbk=1y5h2FGWKXTJ9xLPCqPo6Mw7RxoZzh6fGkEQKNxpZ3s&fp=chrome&sid=01#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%40chillguy_vpn
[VMESS] [608ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzY1x1ZGRmOVx1ZDgzY1x1ZGRmNyBUUl0gXHUwNmE5XHUwNjI3XHUwNjQ2XHUwNjQxXHUwNmNjXHUwNmFmIDMwMCBcdTA2YWZcdTA2Y2NcdTA2YWYgMzkgXHUwNjJhXHUwNjQ4XHUwNjQ1XHUwNjI3XHUwNjQ2IVRpY2tWMmJvdCBcdWQ4M2NcdWRkZWVcdWQ4M2NcdWRkZjdAIiwgImFkZCI6ICI0NS4xNDEuMTUxLjIzNiIsICJwb3J0IjogIjE0NDY2IiwgImlkIjogImY0MjlkNjNjLWFlODEtNDlhOC1lZjE3LTczNTFkYzRhYmQ4YiIsICJhaWQiOiAiMCIsICJzY3kiOiAiYXV0byIsICJuZXQiOiAid3MiLCAidHlwZSI6ICItLS0iLCAiaG9zdCI6ICIiLCAicGF0aCI6ICIvYXBpL3YzIiwgInRscyI6ICIiLCAic25pIjogIiIsICJhbHBuIjogIiJ9
[VLESS] [613ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@135.84.67.41:443?security=tls&type=ws&host=sni.111000.v6.navy&path=/%40ChinaPortGFW&sni=sni.111000.v6.navy&fp=chrome#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20%F0%9F%8C%90%20Anycast-IP%20%7C%20%5BCloudflare%5D%20%7C%20CA%2C%20RU%20%7C%20%5BBL%5D%20%2823%29
[VLESS] [618ms] vless://ad3b1a22-3678-43a4-a0c2-ddd5b7da5b5a@104.20.63.189:443?security=tls&type=ws&host=20251127.ldvsmms.dpdns.org&path=/&sni=20251127.ldvsmms.dpdns.org&fp=chrome#%5B%F0%9F%9A%A9%20Unknown%5D%20%F0%9F%87%BA%F0%9F%87%B8%20%E7%BE%8E%E5%9B%BD%20127%20-468
[TROJAN] [620ms] trojan://kkzh2prsyr2ik47as615@64.94.95.114:57142?security=tls&type=tcp&sni=static.rutube.ru#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20%F0%9F%87%BA%F0%9F%87%B8%20United%20States%20-%20Dallas%20%F0%9F%8C%8E%20TR-TCP-TLS%204%E2%83%A3
[VLESS] [622ms] vless://e08f1ad7-0c60-446d-baec-08b3b69bb3d0@146.103.102.82:80?type=ws&path=/getWorkerUpdates#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20https%3A//t.me/allproconf
[VLESS] [622ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@194.59.5.238:2096?security=tls&type=ws&host=sni.jpmj.dev&path=/&sni=sni.jpmj.dev&fp=chrome#%5B%F0%9F%87%B0%F0%9F%87%BF%20KZ%5D%20a_141
[VLESS] [623ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@185.193.31.238:2096?security=tls&type=ws&host=sni.jpmj.dev&sni=sni.jpmj.dev#%5B%F0%9F%87%AC%F0%9F%87%A7%20GB%5D%20%5BVLESS%20215%5D%20%40ResistalProxy
[VLESS] [624ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@104.254.140.238:2096?security=tls&type=ws&host=sni.jpmj.dev&path=/%3Fed%3D2560%26telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40wangcai2&sni=sni.jpmj.dev&fp=chrome#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20%5B7053%5D%2B-%2BTelegram%2B%3A%2B%40configraygan
[VLESS] [624ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@181.214.1.238:2096?security=tls&type=ws&host=sni.jpmj.dev&path=/%3Fed%3D2560&sni=sni.jpmj.dev#%5B%F0%9F%87%A6%F0%9F%87%AA%20AE%5D%20%5BVLESS%20208%5D%20%40ResistalProxy
[VLESS] [626ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@192.65.217.138:2096?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26telegram%F0%9F%87%A8%F0%9F%87%B3%2B%40wangcai2&sni=sni.111000.indevs.in&fp=chrome#%5B%F0%9F%87%A6%F0%9F%87%BA%20AU%5D%20%5B7109%5D%2B-%2BTelegram%2B%3A%2B%40configraygan
[VLESS] [630ms] vless://48ff2b70-e180-582f-8866-d9a2edeed5f5@51.158.206.19:23576?security=reality&type=tcp&sni=fuck.rkn&flow=xtls-rprx-vision&pbk=1y5h2FGWKXTJ9xLPCqPo6Mw7RxoZzh6fGkEQKNxpZ3s&fp=chrome&sid=01#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%5B14948%5D%20-%20Telegram%20%3A%20%40V2All
[VLESS] [633ms] vless://48ff2b70-e180-582f-8866-d9a2edeed5f5@51.158.206.26:23576?security=reality&type=tcp&sni=fuck.rkn&flow=xtls-rprx-vision&pbk=1y5h2FGWKXTJ9xLPCqPo6Mw7RxoZzh6fGkEQKNxpZ3s&fp=chrome&sid=01#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%40chillguy_vpn
[VMESS] [633ms] vmess://eyJ2IjogIjIiLCAicHMiOiAiW1x1ZDgzZFx1ZGVhOSBVbmtub3duXSBbXHVkODNjXHVkZGZhXHVkODNjXHVkZGY4XSBbdm0tdGwtd3NdIFsyNjAyMjItMTM1MzMwLjI5NV0iLCAiYWRkIjogIjE2Mi4xNTkuMTUyLjQiLCAicG9ydCI6ICI0NDMiLCAiaWQiOiAiMmM5ODExNjQtOWI5My00YmNhLTk0ZmYtYjc4ZDNmODQ5OGQ3IiwgImFpZCI6ICIwIiwgInNjeSI6ICJhdXRvIiwgIm5ldCI6ICJ3cyIsICJ0eXBlIjogIm5vbmUiLCAiaG9zdCI6ICJ2MnJheS5jb2RlZnlpbmMuY29tIiwgInBhdGgiOiAiL3ZtZXNzd3MiLCAidGxzIjogInRscyIsICJzbmkiOiAidjJyYXkuY29kZWZ5aW5jLmNvbSIsICJhbHBuIjogIiJ9
[VLESS] [634ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@160.153.1.238:2096?security=tls&type=ws&host=sni.jpmj.dev&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.jpmj.dev&fp=chrome#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20%5BVLESS%20152%5D%20%40ResistalProxy
[VLESS] [636ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@155.46.167.138:2096?security=tls&type=ws&host=sni.111000.indevs.in&path=/&sni=sni.111000.indevs.in&fp=chrome#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20a_090
[VLESS] [640ms] vless://da2d823f-f4e0-07d0-a4f7-f6e2fbeebe0f@5.188.141.67:443?security=reality&type=tcp&sni=max.ru&flow=xtls-rprx-vision&pbk=4CH3o5zOMcFNMbnwXnkAg0FFepmsc0QzhahXkUzb1ik&fp=qq&sid=d8c6b58bcbb0c323#%5B%F0%9F%87%B7%F0%9F%87%BA%20RU%5D%20%40vpnclashfa%20-%203942
[VLESS] [642ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@160.153.1.147:443?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%40WangCai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20%5BVLESS%20149%5D%20%40ResistalProxy
[VLESS] [644ms] vless://5f1fc730-c184-415c-932b-37c8812c8736@162.159.152.17:443?security=tls&type=ws&host=yor.pages.dev&path=/%3Fed%3D2560&sni=yor.pages.dev&fp=chrome#%5B%F0%9F%9A%A9%20Unknown%5D%20a_099
[VLESS] [646ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@92.53.188.238:2096?security=tls&type=ws&host=sni.jpmj.dev&path=/%3Fed%3D2560&sni=sni.jpmj.dev&fp=chrome#%5B%F0%9F%87%B8%F0%9F%87%AE%20SI%5D%20a_163
[VLESS] [646ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@185.16.110.238:2096?security=tls&type=ws&host=sni.jpmj.dev&path=%3Fed%3D2560&sni=sni.jpmj.dev#%5B%F0%9F%87%AB%F0%9F%87%B7%20FR%5D%20%40canfingV2rayNG
[VLESS] [648ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@45.76.60.96:443?security=tls&type=ws&host=sni.111000.dynv6.net&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.111000.dynv6.net#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20%5BVLESS%20293%5D%20%40ResistalProxy
[VLESS] [648ms] vless://a4f4c55a-5102-4c00-b212-682209219070@162.159.38.50:80?type=ws&host=us1.opp.de5.net&path=/free&fp=chrome#%5B%F0%9F%9A%A9%20Unknown%5D%20_%E6%9C%AA%E7%9F%A5
[VLESS] [651ms] vless://48ff2b70-e180-582f-8866-d9a2edeed5f5@51.158.206.29:23576?security=reality&type=tcp&sni=fuck.rkn&flow=xtls-rprx-vision&pbk=1y5h2FGWKXTJ9xLPCqPo6Mw7RxoZzh6fGkEQKNxpZ3s&fp=chrome&sid=01#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%40Selinc
[VLESS] [652ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@185.162.229.238:2096?security=tls&type=ws&host=sni.jpmj.dev&sni=sni.jpmj.dev&fp=chrome#%5B%F0%9F%87%AE%F0%9F%87%B2%20IM%5D%20VayNora
[VLESS] [655ms] vless://93f0761d-4393-4b43-a523-e812fa0b7e83@47.251.95.178:443?security=tls&type=ws&host=cf.cfvip.lol&path=/pyip%3D47.251.95.178&sni=cf.cfvip.lol&fp=chrome#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20%F0%9F%87%BA%F0%9F%87%B8%20United%20States%20-%20NA%20%F0%9F%8C%8E%20VL-WS-TLS%204%E2%83%A3
[VLESS] [655ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@45.40.152.238:2096?security=tls&type=ws&host=sni.jpmj.dev&path=/%3Fed%3D2560%26Telegram%F0%9F%87%A8%F0%9F%87%B3%20%40WangCai2&sni=sni.jpmj.dev&fp=chrome#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20%5BVLESS%20290%5D%20%40ResistalProxy
[SHADOWSOCKS] [656ms] ss://Y2hhY2hhMjAtaWV0Zi1wb2x5MTMwNTpBVkxiRVVFdEJENTlGc1JxY055RWli@203.202.232.78:60299#%5B%F0%9F%87%B9%F0%9F%87%B7%20TR%5D%20%F0%9F%87%B9%F0%9F%87%B7%20%E5%9C%9F%E8%80%B3%E5%85%B6%20tr%20-400
[VLESS] [658ms] vless://299ee660-0ad5-4366-9b34-f4bb51eb73ee@147.45.178.107:443?security=reality&type=tcp&sni=www.google.com&flow=xtls-rprx-vision&pbk=nPcUKydxoRI66O3tT9O4QCZpLjOBvkGsiXG7pDX1BBw&fp=chrome&sid=6ba85179e30d4fc2#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20%40Trick_mobil
[VLESS] [659ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@104.26.7.205:2096?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed&sni=sni.111000.indevs.in#%5B%F0%9F%9A%A9%20Unknown%5D%20%40meliproxyy
[VLESS] [659ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@192.0.54.238:2096?security=tls&type=ws&host=sni.jpmj.dev&path=/%3Fed%3D2560&sni=sni.jpmj.dev&fp=chrome#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20%5BAll-%40V2rayAlpha--45
[VLESS] [661ms] vless://48ff2b70-e180-582f-8866-d9a2edeed5f5@51.158.206.12:23576?security=reality&type=tcp&sni=fuck.rkn&flow=xtls-rprx-vision&pbk=1y5h2FGWKXTJ9xLPCqPo6Mw7RxoZzh6fGkEQKNxpZ3s&fp=chrome&sid=01#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%40chillguy_vpn
[VLESS] [662ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@37.0.6.138:2096?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560&sni=sni.111000.indevs.in&fp=chrome#%5B%F0%9F%87%AE%F0%9F%87%AA%20IE%5D%20%40Free_World2
[VLESS] [662ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@188.42.88.238:2096?security=tls&type=ws&host=sni.jpmj.dev&path=/%3Fed%3D2560&sni=sni.jpmj.dev&fp=chrome#%5B%F0%9F%87%B1%F0%9F%87%BA%20LU%5D%20%40icv2ray
[VLESS] [663ms] vless://b86c0cdc-8a02-4da4-8693-72ba27005587@144.31.17.80:30677?security=reality&type=tcp&sni=google.com&pbk=2UqLjQFhlvLcY7VzaKRotIDQFOgAJe1dYD1njigp9wk&fp=chrome&sid=47595474#%5B%F0%9F%87%A9%F0%9F%87%AA%20DE%5D%20https%3A//t.me/allproconf
[VLESS] [665ms] vless://48ff2b70-e180-582f-8866-d9a2edeed5f5@51.158.206.8:23576?security=reality&type=tcp&sni=fuck.rkn&flow=xtls-rprx-vision&pbk=1y5h2FGWKXTJ9xLPCqPo6Mw7RxoZzh6fGkEQKNxpZ3s&fp=chrome&sid=01#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20IR-%40V2rayAlpha-20
[VLESS] [666ms] vless://e31807ec-8586-4c0f-b011-80f4074beea9@88.210.12.210:443?security=reality&type=tcp&sni=yahoo.com&pbk=if_jqT8eFt8qwWu-TTV2Bz_Mxa7uTZkeKkufNP2lIHI&fp=chrome&sid=3601&spx=/#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%5BOpenRay%5D%20%F0%9F%87%B3%F0%9F%87%B1%20NL-2080
[VLESS] [669ms] vless://eaca6b0a-9728-5766-8fb0-0be81c1b7c91@5.129.249.134:443?security=reality&type=tcp&sni=ir.ozone.ru&flow=xtls-rprx-vision&pbk=F14RpPKCKo_qPcW7EFVu1M18JsAT8c04O08cIi0Ghg4&fp=chrome&sid=ab1cd2#%5B%F0%9F%87%B7%F0%9F%87%BA%20RU%5D%20%F0%9F%87%B7%F0%9F%87%BA%20Russian%20Federation%20-%20Moscow%20%F0%9F%8C%8D%20VL-TCP-RLT%204%E2%83%A3
[VLESS] [671ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@135.84.75.139:443?security=tls&type=ws&host=sni.111000.v6.navy&path=/&sni=sni.111000.v6.navy#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20%40vpnclashfa%20-%202568
[VLESS] [675ms] vless://6202b230-417c-4d8e-b624-0f71afa9c75d@67.226.221.104:80?security=tls&type=ws&host=sni.111000.indevs.in&path=/%3Fed%3D2560%26telegram%F0%9F%87%A8%F0%9F%87%B3%20%40wangcai2&sni=sni.111000.indevs.in#%5B%F0%9F%87%BA%F0%9F%87%B8%20US%5D%20%5BVLESS%20366%5D%20%40ResistalProxy
[VLESS] [679ms] vless://e929f51d-5a95-5432-b66f-cfe725ea1f61@188.253.26.39:442?security=reality&type=tcp&sni=yahoo.com&flow=xtls-rprx-vision&pbk=T_gyZwngrYUe24q6-mieGT9WJfzja0PQad_y_SnhBk0&fp=chrome&sid=6ac998b514#%5B%F0%9F%87%B3%F0%9F%87%B1%20NL%5D%20%F0%9F%87%B3%F0%9F%87%B1%20Netherlands%20-%20Amsterdam%20%F0%9F%8C%8D%20VL-TCP-RLT%204%E2%83%A3
[VLESS] [684ms] vless://4506cd31-0c15-4b92-b464-35b377b4c2be@104.19.135.124:443?security=tls&type=ws&host=yopk.pages.dev&path=/%3Fed%3D2560&sni=yopk.pages.dev&fp=chrome#%5B%F0%9F%9A%A9%20Unknown%5D%20%40chillguy_vpn
[VLESS] [684ms] vless://dd0cfef0-fda9-47ec-8a65-49d7bc004f82@104.21.18.41:443?security=tls&type=ws&host=mitivpn-2.nic3-1.workers.dev&path=/--Telegram---%40MiTiVPN/---%40MiTiVPN&sni=nic3-1.workers.dev&fp=chrome#%5B%F0%9F%9A%A9%20Unknown%5D%20E21
